onset	duration	sample	value	event_code	background	foreground_contrast	stimulus_cond
0	n/a	0	break cnt	break cnt	n/a	n/a	n/a
41.49	n/a	20745	surroundSuppB2_start	97	n/a	n/a	n/a
43.174	n/a	21587	fixpoint_ON	4	n/a	n/a	n/a
43.798	2.4	21899	stim_ON	8	1	1	3
49.14	n/a	24570	fixpoint_ON	4	n/a	n/a	n/a
49.658	2.4	24829	stim_ON	8	1	0.6	1
54.97	n/a	27485	fixpoint_ON	4	n/a	n/a	n/a
55.488	2.4	27744	stim_ON	8	1	0.3	2
60.8	n/a	30400	fixpoint_ON	4	n/a	n/a	n/a
61.318	2.4	30659	stim_ON	8	1	0	3
66.642	n/a	33321	fixpoint_ON	4	n/a	n/a	n/a
67.158	2.4	33579	stim_ON	8	1	0	2
72.482	n/a	36241	fixpoint_ON	4	n/a	n/a	n/a
72.998	2.4	36499	stim_ON	8	1	0.3	1
78.4	n/a	39200	fixpoint_ON	4	n/a	n/a	n/a
78.918	2.4	39459	stim_ON	8	1	0.6	3
84.252	n/a	42126	fixpoint_ON	4	n/a	n/a	n/a
84.768	2.4	42384	stim_ON	8	1	1	2
90.102	n/a	45051	fixpoint_ON	4	n/a	n/a	n/a
90.618	2.4	45309	stim_ON	8	1	1	3
95.942	n/a	47971	fixpoint_ON	4	n/a	n/a	n/a
96.458	2.4	48229	stim_ON	8	1	0.6	1
101.772	n/a	50886	fixpoint_ON	4	n/a	n/a	n/a
102.288	2.4	51144	stim_ON	8	1	0.3	2
107.612	n/a	53806	fixpoint_ON	4	n/a	n/a	n/a
108.128	2.4	54064	stim_ON	8	1	0	3
113.452	n/a	56726	fixpoint_ON	4	n/a	n/a	n/a
113.968	2.4	56984	stim_ON	8	0	1	1
119.292	n/a	59646	fixpoint_ON	4	n/a	n/a	n/a
119.818	2.4	59909	stim_ON	8	0	0.6	2
125.142	n/a	62571	fixpoint_ON	4	n/a	n/a	n/a
125.66	2.4	62830	stim_ON	8	0	0.3	3
131.012	n/a	65506	fixpoint_ON	4	n/a	n/a	n/a
