onset	duration	sample	value	event_code	background	foreground_contrast	stimulus_cond
0	n/a	0	break cnt	break cnt	n/a	n/a	n/a
30.794	n/a	15397	surroundSuppB2_start	97	n/a	n/a	n/a
32.328	n/a	16164	fixpoint_ON	4	n/a	n/a	n/a
32.844	2.4	16422	stim_ON	8	1	1	3
35.762	n/a	17881	fixpoint_ON	4	n/a	n/a	n/a
36.272	2.4	18136	stim_ON	8	1	0.6	1
39.182	n/a	19591	fixpoint_ON	4	n/a	n/a	n/a
39.692	2.4	19846	stim_ON	8	1	0.3	2
42.602	n/a	21301	fixpoint_ON	4	n/a	n/a	n/a
43.112	2.4	21556	stim_ON	8	1	0	3
46.022	n/a	23011	fixpoint_ON	4	n/a	n/a	n/a
46.532	2.4	23266	stim_ON	8	1	0	2
49.442	n/a	24721	fixpoint_ON	4	n/a	n/a	n/a
49.952	2.4	24976	stim_ON	8	1	0.3	1
52.862	n/a	26431	fixpoint_ON	4	n/a	n/a	n/a
53.372	2.4	26686	stim_ON	8	1	0.6	3
56.282	n/a	28141	fixpoint_ON	4	n/a	n/a	n/a
56.792	2.4	28396	stim_ON	8	1	1	2
59.702	n/a	29851	fixpoint_ON	4	n/a	n/a	n/a
60.212	2.4	30106	stim_ON	8	1	1	3
63.12	n/a	31560	fixpoint_ON	4	n/a	n/a	n/a
63.632	2.4	31816	stim_ON	8	1	0.6	1
66.542	n/a	33271	fixpoint_ON	4	n/a	n/a	n/a
67.052	2.4	33526	stim_ON	8	1	0.3	2
69.96	n/a	34980	fixpoint_ON	4	n/a	n/a	n/a
70.472	2.4	35236	stim_ON	8	1	0	3
73.38	n/a	36690	fixpoint_ON	4	n/a	n/a	n/a
73.892	2.4	36946	stim_ON	8	0	1	1
76.8	n/a	38400	fixpoint_ON	4	n/a	n/a	n/a
77.312	2.4	38656	stim_ON	8	0	0.6	2
80.22	n/a	40110	fixpoint_ON	4	n/a	n/a	n/a
80.732	2.4	40366	stim_ON	8	0	0.3	3
83.64	n/a	41820	fixpoint_ON	4	n/a	n/a	n/a
84.152	2.4	42076	stim_ON	8	0	0	1
87.06	n/a	43530	fixpoint_ON	4	n/a	n/a	n/a
87.572	2.4	43786	stim_ON	8	1	1	3
90.48	n/a	45240	fixpoint_ON	4	n/a	n/a	n/a
90.99	2.4	45495	stim_ON	8	1	0.6	2
93.9	n/a	46950	fixpoint_ON	4	n/a	n/a	n/a
94.41	2.4	47205	stim_ON	8	1	0.3	1
97.32	n/a	48660	fixpoint_ON	4	n/a	n/a	n/a
97.83	2.4	48915	stim_ON	8	1	0	3
100.74	n/a	50370	fixpoint_ON	4	n/a	n/a	n/a
101.25	2.4	50625	stim_ON	8	1	0	3
104.16	n/a	52080	fixpoint_ON	4	n/a	n/a	n/a
104.67	2.4	52335	stim_ON	8	1	0.3	1
107.58	n/a	53790	fixpoint_ON	4	n/a	n/a	n/a
108.09	2.4	54045	stim_ON	8	1	0.6	2
111	n/a	55500	fixpoint_ON	4	n/a	n/a	n/a
111.51	2.4	55755	stim_ON	8	1	1	3
114.42	n/a	57210	fixpoint_ON	4	n/a	n/a	n/a
114.93	2.4	57465	stim_ON	8	1	0	1
117.84	n/a	58920	fixpoint_ON	4	n/a	n/a	n/a
118.35	2.4	59175	stim_ON	8	0	0	2
