onset	duration	sample	value	event_code	background	foreground_contrast	stimulus_cond
0	n/a	0	break cnt	break cnt	n/a	n/a	n/a
89.62	n/a	44810	surroundSuppB1_start	93	n/a	n/a	n/a
91.306	n/a	45653	fixpoint_ON	4	n/a	n/a	n/a
91.94	2.4	45970	stim_ON	8	1	0	2
97.272	n/a	48636	fixpoint_ON	4	n/a	n/a	n/a
97.79	2.4	48895	stim_ON	8	1	0.3	3
103.102	n/a	51551	fixpoint_ON	4	n/a	n/a	n/a
103.62	2.4	51810	stim_ON	8	1	0.6	1
108.932	n/a	54466	fixpoint_ON	4	n/a	n/a	n/a
109.45	2.4	54725	stim_ON	8	1	1	2
114.762	n/a	57381	fixpoint_ON	4	n/a	n/a	n/a
115.28	2.4	57640	stim_ON	8	1	0	3
120.594	n/a	60297	fixpoint_ON	4	n/a	n/a	n/a
121.11	2.4	60555	stim_ON	8	1	0.3	2
126.422	n/a	63211	fixpoint_ON	4	n/a	n/a	n/a
126.94	2.4	63470	stim_ON	8	1	0.6	1
132.254	n/a	66127	fixpoint_ON	4	n/a	n/a	n/a
132.768	2.4	66384	stim_ON	8	1	1	3
138.084	n/a	69042	fixpoint_ON	4	n/a	n/a	n/a
138.6	2.4	69300	stim_ON	8	1	0	2
143.912	n/a	71956	fixpoint_ON	4	n/a	n/a	n/a
144.43	2.4	72215	stim_ON	8	1	0.3	3
149.744	n/a	74872	fixpoint_ON	4	n/a	n/a	n/a
150.26	2.4	75130	stim_ON	8	1	0.6	1
155.574	n/a	77787	fixpoint_ON	4	n/a	n/a	n/a
156.09	2.4	78045	stim_ON	8	1	1	2
161.404	n/a	80702	fixpoint_ON	4	n/a	n/a	n/a
161.922	2.4	80961	stim_ON	8	0	0	3
167.234	n/a	83617	fixpoint_ON	4	n/a	n/a	n/a
167.75	2.4	83875	stim_ON	8	0	0.3	1
173.064	n/a	86532	fixpoint_ON	4	n/a	n/a	n/a
173.58	2.4	86790	stim_ON	8	0	0.6	2
178.894	n/a	89447	fixpoint_ON	4	n/a	n/a	n/a
179.41	2.4	89705	stim_ON	8	0	1	3
184.724	n/a	92362	fixpoint_ON	4	n/a	n/a	n/a
185.24	2.4	92620	stim_ON	8	1	1	1
190.554	n/a	95277	fixpoint_ON	4	n/a	n/a	n/a
191.068	2.4	95534	stim_ON	8	1	0.6	3
196.384	n/a	98192	fixpoint_ON	4	n/a	n/a	n/a
196.9	2.4	98450	stim_ON	8	1	0.3	2
202.214	n/a	101107	fixpoint_ON	4	n/a	n/a	n/a
202.728	2.4	101364	stim_ON	8	1	0	1
208.044	n/a	104022	fixpoint_ON	4	n/a	n/a	n/a
208.56	2.4	104280	stim_ON	8	1	1	1
213.874	n/a	106937	fixpoint_ON	4	n/a	n/a	n/a
214.39	2.4	107195	stim_ON	8	1	0.6	2
219.704	n/a	109852	fixpoint_ON	4	n/a	n/a	n/a
220.22	2.4	110110	stim_ON	8	1	0.3	3
225.534	n/a	112767	fixpoint_ON	4	n/a	n/a	n/a
226.05	2.4	113025	stim_ON	8	1	0	1
231.364	n/a	115682	fixpoint_ON	4	n/a	n/a	n/a
231.88	2.4	115940	stim_ON	8	0	0	2
237.194	n/a	118597	fixpoint_ON	4	n/a	n/a	n/a
237.71	2.4	118855	stim_ON	8	1	0	3
243.024	n/a	121512	fixpoint_ON	4	n/a	n/a	n/a
243.54	2.4	121770	stim_ON	8	0	0.3	1
248.854	n/a	124427	fixpoint_ON	4	n/a	n/a	n/a
249.37	2.4	124685	stim_ON	8	1	0.3	2
254.684	n/a	127342	fixpoint_ON	4	n/a	n/a	n/a
255.204	2.4	127602	stim_ON	8	0	0.6	3
260.514	n/a	130257	fixpoint_ON	4	n/a	n/a	n/a
261.03	2.4	130515	stim_ON	8	1	0.6	1
266.344	n/a	133172	fixpoint_ON	4	n/a	n/a	n/a
266.86	2.4	133430	stim_ON	8	0	1	2
272.174	n/a	136087	fixpoint_ON	4	n/a	n/a	n/a
272.69	2.4	136345	stim_ON	8	1	1	3
278.004	n/a	139002	fixpoint_ON	4	n/a	n/a	n/a
278.52	2.4	139260	stim_ON	8	1	1	1
283.834	n/a	141917	fixpoint_ON	4	n/a	n/a	n/a
284.35	2.4	142175	stim_ON	8	1	0.6	2
289.664	n/a	144832	fixpoint_ON	4	n/a	n/a	n/a
290.184	2.4	145092	stim_ON	8	1	0.3	3
295.494	n/a	147747	fixpoint_ON	4	n/a	n/a	n/a
296.01	2.4	148005	stim_ON	8	1	0	1
301.324	n/a	150662	fixpoint_ON	4	n/a	n/a	n/a
301.84	2.4	150920	stim_ON	8	1	1	1
307.154	n/a	153577	fixpoint_ON	4	n/a	n/a	n/a
307.67	2.4	153835	stim_ON	8	1	0.6	3
312.984	n/a	156492	fixpoint_ON	4	n/a	n/a	n/a
313.5	2.4	156750	stim_ON	8	1	0.3	2
318.814	n/a	159407	fixpoint_ON	4	n/a	n/a	n/a
319.33	2.4	159665	stim_ON	8	1	0	1
324.644	n/a	162322	fixpoint_ON	4	n/a	n/a	n/a
325.162	2.4	162581	stim_ON	8	0	0	3
330.474	n/a	165237	fixpoint_ON	4	n/a	n/a	n/a
330.99	2.4	165495	stim_ON	8	0	0.3	1
336.304	n/a	168152	fixpoint_ON	4	n/a	n/a	n/a
336.82	2.4	168410	stim_ON	8	0	0.6	2
342.136	n/a	171068	fixpoint_ON	4	n/a	n/a	n/a
342.65	2.4	171325	stim_ON	8	0	1	3
347.964	n/a	173982	fixpoint_ON	4	n/a	n/a	n/a
348.48	2.4	174240	stim_ON	8	1	0	1
353.794	n/a	176897	fixpoint_ON	4	n/a	n/a	n/a
354.314	2.4	177157	stim_ON	8	1	0.3	2
359.624	n/a	179812	fixpoint_ON	4	n/a	n/a	n/a
360.14	2.4	180070	stim_ON	8	1	0.6	3
365.454	n/a	182727	fixpoint_ON	4	n/a	n/a	n/a
365.97	2.4	182985	stim_ON	8	1	1	1
371.284	n/a	185642	fixpoint_ON	4	n/a	n/a	n/a
